ahu_id,month,energy_score_flag,pf_score_flag,unbalance_score_flag,thd_score_flag,overload_score_flag
e0218,2026-01,0.6145833333333334,0.13306451612903225,0.012096774193548387,0.5756048387096774,0.6169354838709677
e0218,2026-02,0.2708333333333333,0.15246212121212122,0.007575757575757576,0.42613636363636365,0.48579545454545453
e0219,2025-11,0.5038539553752536,0.0,0.1975659229208925,0.05720081135902637,0.05801217038539554
e0219,2025-12,0.6666666666666666,0.14180107526881722,0.2056451612903226,0.24092741935483872,0.002688172043010753
e0219,2026-01,0.3430779569892473,0.14180107526881722,0.5006720430107527,0.322244623655914,0.0
e0219,2026-02,0.6496212121212122,0.45170454545454547,0.3560606060606061,0.8664772727272727,0.0
e0220,2025-11,0.42150101419878294,0.006490872210953347,0.18498985801217038,0.10628803245436105,0.002839756592292089
e0220,2025-12,0.646505376344086,0.14146505376344087,0.10349462365591398,0.4002016129032258,0.0
e0220,2026-01,0.40860215053763443,0.10584677419354839,0.4680779569892473,0.27486559139784944,0.0006720430107526882
e0220,2026-02,0.6808712121212122,0.26704545454545453,0.5426136363636364,0.6979166666666666,0.0
e0221,2025-11,0.4090909090909091,0.37540584415584416,0.34334415584415584,0.3538961038961039,0.006899350649350649
e0221,2025-12,0.6760752688172043,0.478494623655914,0.39852150537634407,0.5823252688172043,0.010080645161290322
e0221,2026-01,0.37668010752688175,0.5090725806451613,0.06182795698924731,0.0648521505376344,0.0016801075268817205
e0221,2026-02,0.6714015151515151,0.3446969696969697,0.6183712121212122,0.14583333333333334,0.05113636363636364
e0222,2025-11,0.43141233766233766,0.2382305194805195,0.28287337662337664,0.34131493506493504,0.0008116883116883117
e0222,2025-12,0.645497311827957,0.3595430107526882,0.18581989247311828,0.2980510752688172,0.0003360215053763441
e0222,2026-01,0.4025537634408602,0.1592741935483871,0.2661290322580645,0.16666666666666666,0.0
e0222,2026-02,0.6856060606060606,0.14109848484848486,0.36079545454545453,0.3693181818181818,0.00946969696969697
